# M/Ms Teff L/Ls g R/Rs Li/Li0 F33 F33B F41 F45B F47 F51 FHa F57 F63B F67 F75 F78 F82 F82B F89 G_RSV G G_BP G_RP Age Z
0.02 2535.0 -2.61 3.92 0.257 1.0 18.576 18.576 18.004 17.167 17.096 16.4 15.037 16.526 15.317 14.529 12.335 12.491 11.497 11.723 10.808 11.541 13.417 16.675 11.867 6.6020599913279625 0.0152
0.03 2705.0 -2.19 3.78 0.367 1.0 16.445 16.445 15.718 15.197 15.185 14.568 13.286 14.586 13.581 12.86 10.808 10.952 10.142 10.338 9.568 10.104 12.031 14.763 10.542 6.6020599913279625 0.0152
0.04 2785.0 -1.95 3.72 0.457 1.0 15.465 15.465 14.69 14.247 14.25 13.662 12.406 13.639 12.709 12.019 10.05 10.181 9.434 9.62 8.905 9.375 11.303 13.824 9.842 6.6020599913279625 0.0152
0.05 2834.0 -1.78 3.68 0.534 1.0 14.877 14.877 14.084 13.678 13.688 13.118 11.884 13.088 12.189 11.512 9.574 9.703 8.98 9.162 8.47 8.916 10.839 13.27 9.391 6.6020599913279625 0.0152
0.06 2875.0 -1.68 3.69 0.582 1.0 14.525 14.525 13.724 13.327 13.334 12.78 11.561 12.744 11.867 11.2 9.284 9.412 8.705 8.885 8.208 8.639 10.557 12.925 9.118 6.6020599913279625 0.0152
0.07 2914.0 -1.64 3.73 0.595 1.0 14.329 14.329 13.52 13.108 13.101 12.561 11.352 12.509 11.661 11.006 9.124 9.246 8.56 8.737 8.081 8.487 10.403 12.699 8.976 6.6020599913279625 0.0152
0.072 2921.0 -1.63 3.74 0.601 1.0 14.28 14.28 13.469 13.056 13.047 12.51 11.303 12.456 11.612 10.959 9.083 9.204 8.521 8.698 8.046 8.447 10.363 12.647 8.938 6.6020599913279625 0.0152
0.075 2931.0 -1.61 3.75 0.606 1.0 14.223 14.223 13.409 12.993 12.98 12.446 11.244 12.388 11.553 10.903 9.037 9.156 8.479 8.655 8.009 8.403 10.318 12.582 8.896 6.6020599913279625 0.0152
0.08 2946.0 -1.58 3.75 0.625 1.0 14.089 14.089 13.27 12.855 12.841 12.312 11.118 12.253 11.427 10.782 8.927 9.044 8.375 8.549 7.91 8.297 10.209 12.446 8.793 6.6020599913279625 0.0152
0.09 2976.0 -1.53 3.77 0.647 1.0 13.886 13.886 13.057 12.638 12.615 12.098 10.917 12.029 11.227 10.592 8.764 8.876 8.224 8.396 7.774 8.141 10.05 12.228 8.644 6.6020599913279625 0.0152
0.1 3013.0 -1.55 3.86 0.614 1.0 13.864 13.864 13.014 12.565 12.522 12.017 10.835 11.911 11.148 10.531 8.762 8.857 8.236 8.404 7.809 8.14 10.046 12.133 8.657 6.6020599913279625 0.0152
0.11 3035.0 -1.51 3.87 0.639 1.0 13.696 13.696 12.811 12.367 12.322 11.826 10.643 11.698 10.955 10.349 8.616 8.701 8.097 8.263 7.681 7.996 9.895 11.928 8.517 6.6020599913279625 0.0152
0.13 3075.0 -1.42 3.88 0.688 1.0 13.387 13.387 12.436 12.004 11.955 11.475 10.291 11.305 10.602 10.015 8.35 8.416 7.845 8.005 7.45 7.733 9.621 11.554 8.264 6.6020599913279625 0.0152
0.15 3113.0 -1.35 3.89 0.729 1.0 13.126 13.126 12.136 11.705 11.651 11.182 9.999 10.981 10.309 9.738 8.129 8.18 7.636 7.792 7.258 7.515 9.393 11.244 8.053 6.6020599913279625 0.0152
0.17 3145.0 -1.27 3.88 0.782 1.0 12.876 12.876 11.885 11.444 11.381 10.92 9.742 10.707 10.051 9.489 7.91 7.955 7.427 7.579 7.058 7.304 9.17 10.976 7.841 6.6020599913279625 0.0152
0.2 3206.0 -1.19 3.91 0.822 1.0 12.573 12.573 11.586 11.113 11.029 10.582 9.406 10.335 9.715 9.172 7.665 7.696 7.2 7.346 6.852 7.071 8.914 10.624 7.609 6.6020599913279625 0.0152
0.3 3389.0 -0.95 3.94 0.969 1.0 11.717 11.717 10.728 10.153 10.01 9.599 8.417 9.241 8.716 8.23 6.952 6.936 6.533 6.663 6.241 6.394 8.144 9.592 6.92 6.6020599913279625 0.0152
0.4 3560.0 -0.78 3.97 1.078 1.0 11.082 11.082 10.084 9.395 9.194 8.822 7.628 8.35 7.91 7.479 6.423 6.362 6.047 6.158 5.798 5.903 7.536 8.763 6.398 6.6020599913279625 0.0152
0.5 3704.0 -0.63 4.0 1.173 0.995 10.558 10.558 9.562 8.799 8.559 8.221 7.031 7.674 7.294 6.905 6.013 5.925 5.671 5.767 5.451 5.528 7.054 8.126 5.989 6.6020599913279625 0.0152
0.6 3842.0 -0.51 4.02 1.258 0.966 10.075 10.075 9.09 8.268 7.999 7.688 6.502 7.084 6.749 6.395 5.659 5.553 5.35 5.432 5.153 5.213 6.62 7.562 5.63 6.6020599913279625 0.0152
0.7 3976.0 -0.4 4.03 1.334 0.836 9.604 9.604 8.646 7.793 7.505 7.214 6.03 6.573 6.267 5.938 5.347 5.232 5.068 5.139 4.891 4.938 6.23 7.064 5.31 6.6020599913279625 0.0152
0.8 4096.0 -0.3 4.05 1.4 0.712 9.131 9.131 8.252 7.469 7.165 6.965 5.619 6.197 5.878 5.543 5.075 4.951 4.811 4.877 4.649 4.688 5.905 6.693 5.021 6.6020599913279625 0.0152
0.9 4212.0 -0.22 4.06 1.465 0.718 8.665 8.665 7.855 7.096 6.795 6.602 5.272 5.844 5.536 5.212 4.827 4.707 4.585 4.643 4.433 4.467 5.605 6.329 4.767 6.6020599913279625 0.0152
1.0 4315.0 -0.14 4.07 1.527 0.761 8.226 8.226 7.492 6.764 6.472 6.279 4.984 5.548 5.25 4.936 4.607 4.492 4.38 4.434 4.238 4.267 5.345 6.019 4.545 6.6020599913279625 0.0152
1.1 4417.0 -0.06 4.07 1.601 0.826 7.779 7.779 7.125 6.433 6.154 5.957 4.714 5.262 4.977 4.674 4.381 4.271 4.167 4.218 4.033 4.059 5.087 5.719 4.32 6.6020599913279625 0.0152
1.2 4513.0 0.02 4.07 1.669 0.879 7.37 7.37 6.79 6.135 5.869 5.667 4.483 5.011 4.739 4.448 4.177 4.072 3.975 4.023 3.848 3.87 4.858 5.455 4.118 6.6020599913279625 0.0152
1.3 4609.0 0.09 4.07 1.74 0.922 6.982 6.982 6.471 5.851 5.599 5.389 4.266 4.773 4.514 4.235 3.979 3.879 3.787 3.832 3.667 3.685 4.638 5.203 3.923 6.6020599913279625 0.0152
1.4 4710.0 0.16 4.07 1.815 0.952 6.593 6.593 6.15 5.566 5.33 5.11 4.05 4.535 4.29 4.022 3.779 3.683 3.596 3.64 3.483 3.498 4.416 4.952 3.727 6.6020599913279625 0.0152
0.01 1961.0 -3.39 3.95 0.176 1.0 26.57 26.57 25.183 23.011 22.905 21.824 18.317 20.365 18.755 17.934 16.646 16.304 15.155 15.315 14.015 15.081 16.83 20.659 15.181 6.698970004336019 0.0152
0.015 2330.0 -2.96 3.99 0.204 1.0 21.463 21.463 21.061 19.482 19.355 18.495 16.549 18.315 16.895 16.066 14.009 14.064 12.856 13.11 12.005 13.0 14.756 18.539 13.148 6.698970004336019 0.0152
0.02 2531.0 -2.62 3.93 0.254 1.0 18.641 18.641 18.075 17.222 17.147 16.45 15.083 16.577 15.363 14.574 12.377 12.534 11.535 11.761 10.843 11.581 13.455 16.727 11.905 6.698970004336019 0.0152
0.03 2705.0 -2.2 3.8 0.362 1.0 16.495 16.495 15.771 15.24 15.225 14.607 13.324 14.624 13.619 12.898 10.845 10.989 10.178 10.374 9.605 10.14 12.068 14.803 10.579 6.698970004336019 0.0152
0.04 2785.0 -1.98 3.75 0.44 1.0 15.568 15.568 14.796 14.335 14.33 13.742 12.482 13.714 12.786 12.097 10.13 10.26 9.514 9.7 8.986 9.453 11.383 13.904 9.923 6.698970004336019 0.0152
0.05 2841.0 -1.85 3.76 0.489 1.0 15.079 15.079 14.291 13.847 13.839 13.272 12.029 13.226 12.337 11.664 9.74 9.865 9.148 9.329 8.644 9.079 11.005 13.42 9.56 6.698970004336019 0.0152
0.06 2890.0 -1.81 3.82 0.496 1.0 14.865 14.865 14.071 13.607 13.582 13.032 11.795 12.961 12.107 11.45 9.57 9.687 8.997 9.175 8.515 8.92 10.843 13.168 9.413 6.698970004336019 0.0152
0.07 2928.0 -1.76 3.87 0.511 1.0 14.644 14.644 13.841 13.366 13.329 12.792 11.568 12.705 11.881 11.237 9.394 9.504 8.837 9.012 8.373 8.753 10.672 12.921 9.255 6.698970004336019 0.0152
0.072 2934.0 -1.75 3.87 0.518 1.0 14.585 14.585 13.78 13.307 13.269 12.734 11.513 12.647 11.827 11.185 9.347 9.456 8.792 8.966 8.331 8.707 10.625 12.863 9.21 6.698970004336019 0.0152
0.075 2944.0 -1.73 3.87 0.525 1.0 14.513 14.513 13.705 13.231 13.191 12.66 11.444 12.57 11.758 11.119 9.29 9.397 8.738 8.912 8.282 8.652 10.569 12.787 9.157 6.698970004336019 0.0152
0.08 2959.0 -1.69 3.87 0.541 1.0 14.375 14.375 13.561 13.091 13.049 12.525 11.317 12.432 11.631 10.997 9.179 9.284 8.633 8.806 8.184 8.545 10.46 12.65 9.053 6.698970004336019 0.0152
0.09 2992.0 -1.64 3.89 0.566 1.0 14.133 14.133 13.309 12.842 12.795 12.282 11.091 12.183 11.406 10.781 8.991 9.091 8.458 8.628 8.023 8.365 10.276 12.404 8.879 6.698970004336019 0.0152
0.1 3027.0 -1.63 3.95 0.554 1.0 14.045 14.045 13.18 12.701 12.641 12.142 10.945 12.0 11.261 10.656 8.931 9.011 8.41 8.575 7.996 8.305 10.208 12.243 8.83 6.698970004336019 0.0152
0.11 3052.0 -1.58 3.95 0.58 1.0 13.852 13.852 12.946 12.477 12.418 11.927 10.729 11.761 11.045 10.451 8.767 8.836 8.255 8.417 7.854 8.144 10.04 12.013 8.675 6.698970004336019 0.0152
0.13 3098.0 -1.49 3.96 0.627 1.0 13.503 13.503 12.521 12.073 12.012 11.54 10.34 11.326 10.654 10.083 8.477 8.525 7.981 8.137 7.602 7.857 9.739 11.598 8.398 6.698970004336019 0.0152
0.15 3136.0 -1.41 3.96 0.669 1.0 13.24 13.24 12.256 11.795 11.723 11.26 10.064 11.028 10.377 9.818 8.254 8.293 7.769 7.922 7.403 7.642 9.51 11.31 8.183 6.698970004336019 0.0152
0.17 3169.0 -1.34 3.96 0.713 1.0 12.996 12.996 12.013 11.54 11.46 11.004 9.813 10.759 10.125 9.576 8.045 8.078 7.569 7.719 7.214 7.441 9.296 11.048 7.981 6.698970004336019 0.0152
0.2 3220.0 -1.26 3.98 0.758 1.0 12.702 12.702 11.722 11.224 11.127 10.683 9.493 10.409 9.804 9.271 7.802 7.822 7.341 7.485 7.002 7.208 9.042 10.714 7.748 6.698970004336019 0.0152
0.3 3379.0 -1.02 4.01 0.899 1.0 11.889 11.889 10.909 10.326 10.181 9.767 8.568 9.395 8.871 8.387 7.119 7.1 6.7 6.829 6.409 6.558 8.308 9.752 7.085 6.698970004336019 0.0152
0.4 3546.0 -0.84 4.03 1.006 0.998 11.246 11.246 10.26 9.575 9.378 9.002 7.799 8.53 8.086 7.653 6.588 6.529 6.21 6.321 5.959 6.065 7.705 8.942 6.562 6.698970004336019 0.0152
0.5 3696.0 -0.7 4.06 1.095 0.975 10.707 10.707 9.723 8.96 8.721 8.38 7.18 7.83 7.448 7.058 6.167 6.079 5.824 5.92 5.604 5.681 7.208 8.282 6.142 6.698970004336019 0.0152
0.6 3830.0 -0.57 4.08 1.173 0.834 10.238 10.238 9.263 8.446 8.18 7.866 6.67 7.262 6.923 6.565 5.822 5.717 5.51 5.593 5.313 5.373 6.789 7.738 5.793 6.698970004336019 0.0152
0.7 3960.0 -0.47 4.09 1.243 0.547 9.784 9.784 8.834 7.984 7.7 7.405 6.212 6.765 6.454 6.121 5.517 5.402 5.234 5.306 5.055 5.103 6.408 7.254 5.48 6.698970004336019 0.0152
0.8 4081.0 -0.37 4.11 1.306 0.517 9.32 9.32 8.438 7.645 7.343 7.13 5.805 6.38 6.063 5.729 5.243 5.12 4.977 5.043 4.813 4.854 6.081 6.875 5.192 6.698970004336019 0.0152
0.9 4198.0 -0.28 4.12 1.366 0.567 8.86 8.86 8.046 7.282 6.98 6.789 5.451 6.026 5.715 5.389 4.994 4.873 4.748 4.808 4.596 4.631 5.779 6.512 4.935 6.698970004336019 0.0152
1.0 4310.0 -0.2 4.13 1.429 0.658 8.39 8.39 7.655 6.922 6.629 6.438 5.137 5.703 5.404 5.089 4.755 4.64 4.528 4.582 4.386 4.415 5.497 6.175 4.694 6.698970004336019 0.0152
1.1 4422.0 -0.12 4.13 1.494 0.755 7.916 7.916 7.268 6.576 6.295 6.101 4.858 5.405 5.12 4.818 4.524 4.415 4.311 4.362 4.178 4.203 5.23 5.862 4.463 6.698970004336019 0.0152
1.2 4531.0 -0.03 4.13 1.569 0.842 7.451 7.451 6.886 6.235 5.97 5.77 4.593 5.119 4.849 4.559 4.29 4.187 4.09 4.137 3.965 3.986 4.968 5.56 4.232 6.698970004336019 0.0152
1.3 4644.0 0.05 4.12 1.643 0.904 7.006 7.006 6.52 5.91 5.662 5.452 4.347 4.848 4.593 4.318 4.065 3.967 3.877 3.922 3.76 3.777 4.718 5.274 4.011 6.698970004336019 0.0152
1.4 4771.0 0.14 4.11 1.719 0.944 6.548 6.548 6.144 5.578 5.349 5.127 4.099 4.573 4.334 4.072 3.836 3.742 3.658 3.7 3.549 3.563 4.461 4.982 3.786 6.698970004336019 0.0152
0.01 1714.0 -3.7 4.02 0.161 1.0 27.76 27.76 25.884 23.772 23.753 22.49 18.871 20.966 19.34 18.534 17.519 17.173 16.41 16.526 15.498 15.996 18.081 21.262 16.522 6.903089986991944 0.0152
0.015 2280.0 -3.05 4.05 0.192 1.0 22.375 22.375 21.932 20.131 19.988 19.105 16.871 18.718 17.24 16.407 14.455 14.463 13.211 13.464 12.312 13.351 15.091 18.963 13.47 6.903089986991944 0.0152
0.02 2525.0 -2.65 3.95 0.248 1.0 18.766 18.766 18.21 17.327 17.245 16.544 15.172 16.675 15.452 14.66 12.459 12.616 11.607 11.835 10.91 11.657 13.528 16.825 11.975 6.903089986991944 0.0152
0.03 2699.0 -2.29 3.88 0.329 1.0 16.802 16.802 16.091 15.503 15.467 14.846 13.553 14.857 13.849 13.126 11.07 11.214 10.398 10.595 9.823 10.359 12.29 15.047 10.799 6.903089986991944 0.0152
0.04 2784.0 -2.22 4.0 0.333 1.0 16.329 16.329 15.581 14.985 14.924 14.334 13.048 14.273 13.357 12.672 10.721 10.844 10.103 10.289 9.584 10.032 11.974 14.498 10.515 6.903089986991944 0.0152
0.05 2849.0 -2.13 4.04 0.353 1.0 15.903 15.903 15.138 14.547 14.474 13.914 12.615 13.799 12.931 12.268 10.389 10.501 9.803 9.982 9.314 9.716 11.655 14.041 10.217 6.903089986991944 0.0152
0.06 2903.0 -2.05 4.07 0.375 1.0 15.526 15.526 14.749 14.156 14.078 13.53 12.255 13.399 12.577 11.935 10.108 10.208 9.543 9.718 9.08 9.448 11.38 13.65 9.961 6.903089986991944 0.0152
0.07 2948.0 -1.97 4.09 0.396 1.0 15.197 15.197 14.407 13.824 13.741 13.209 11.957 13.069 12.28 11.652 9.865 9.956 9.315 9.487 8.872 9.215 11.14 13.324 9.735 6.903089986991944 0.0152
0.072 2956.0 -1.96 4.09 0.401 1.0 15.126 15.126 14.333 13.753 13.67 13.142 11.895 13.0 12.217 11.592 9.811 9.901 9.265 9.436 8.826 9.163 11.087 13.255 9.685 6.903089986991944 0.0152
0.075 2968.0 -1.93 4.09 0.411 1.0 15.014 15.014 14.217 13.644 13.561 13.037 11.797 12.895 12.12 11.498 9.727 9.815 9.186 9.356 8.751 9.083 11.004 13.149 9.606 6.903089986991944 0.0152
0.08 2986.0 -1.89 4.09 0.424 1.0 14.853 14.853 14.05 13.485 13.401 12.885 11.656 12.741 11.979 11.363 9.607 9.692 9.072 9.241 8.646 8.967 10.885 12.995 9.494 6.903089986991944 0.0152
0.09 3017.0 -1.83 4.09 0.445 1.0 14.609 14.609 13.772 13.222 13.137 12.633 11.409 12.467 11.732 11.128 9.416 9.49 8.892 9.057 8.48 8.781 10.69 12.729 9.313 6.903089986991944 0.0152
0.1 3045.0 -1.8 4.13 0.453 1.0 14.469 14.469 13.583 13.039 12.951 12.458 11.226 12.256 11.549 10.961 9.303 9.362 8.789 8.95 8.392 8.67 10.569 12.533 9.207 6.903089986991944 0.0152
0.11 3069.0 -1.74 4.12 0.477 1.0 14.257 14.257 13.327 12.802 12.717 12.233 10.999 12.006 11.322 10.746 9.13 9.177 8.625 8.782 8.239 8.5 10.39 12.292 9.041 6.903089986991944 0.0152
0.13 3115.0 -1.64 4.12 0.517 1.0 13.895 13.895 12.91 12.404 12.317 11.85 10.615 11.583 10.937 10.381 8.837 8.866 8.347 8.5 7.982 8.214 10.086 11.884 8.76 6.903089986991944 0.0152
0.15 3155.0 -1.56 4.13 0.554 1.0 13.608 13.608 12.628 12.11 12.012 11.555 10.324 11.27 10.645 10.101 8.601 8.622 8.123 8.271 7.771 7.987 9.843 11.58 8.532 6.903089986991944 0.0152
0.17 3192.0 -1.48 4.12 0.593 1.0 13.331 13.331 12.356 11.828 11.722 11.273 10.048 10.974 10.368 9.834 8.373 8.387 7.906 8.051 7.565 7.768 9.609 11.292 8.312 6.903089986991944 0.0152
0.2 3234.0 -1.4 4.13 0.637 1.0 13.047 13.047 12.075 11.529 11.412 10.971 9.747 10.65 10.066 9.545 8.133 8.138 7.678 7.819 7.35 7.538 9.358 10.98 8.079 6.903089986991944 0.0152
0.3 3364.0 -1.17 4.15 0.765 0.996 12.27 12.27 11.304 10.699 10.548 10.132 8.906 9.739 9.218 8.736 7.482 7.457 7.061 7.189 6.77 6.916 8.665 10.106 7.444 6.903089986991944 0.0152
0.4 3518.0 -0.99 4.17 0.864 0.926 11.613 11.613 10.649 9.965 9.771 9.387 8.159 8.909 8.458 8.02 6.95 6.89 6.567 6.679 6.313 6.42 8.069 9.321 6.921 6.903089986991944 0.0152
0.5 3669.0 -0.84 4.19 0.944 0.449 11.054 11.054 10.093 9.336 9.103 8.753 7.529 8.2 7.809 7.413 6.515 6.427 6.168 6.265 5.944 6.023 7.56 8.65 6.487 6.903089986991944 0.0152
0.6 3798.0 -0.72 4.21 1.01 0.087 10.602 10.602 9.65 8.843 8.583 8.26 7.043 7.657 7.308 6.943 6.179 6.076 5.86 5.946 5.659 5.721 7.159 8.13 6.15 6.903089986991944 0.0152
0.7 3923.0 -0.61 4.22 1.071 0.104 10.168 10.168 9.235 8.393 8.114 7.811 6.598 7.171 6.851 6.511 5.878 5.765 5.587 5.662 5.405 5.454 6.787 7.659 5.842 6.903089986991944 0.0152
0.8 4049.0 -0.51 4.23 1.133 0.173 9.704 9.704 8.818 8.004 7.708 7.466 6.183 6.754 6.44 6.107 5.587 5.467 5.317 5.385 5.15 5.192 6.44 7.247 5.541 6.903089986991944 0.0152
0.9 4184.0 -0.41 4.24 1.192 0.282 9.193 9.193 8.383 7.616 7.312 7.123 5.775 6.355 6.042 5.713 5.303 5.181 5.053 5.115 4.901 4.936 6.099 6.843 5.246 6.903089986991944 0.0152
1.0 4327.0 -0.3 4.24 1.256 0.448 8.613 8.613 7.898 7.168 6.874 6.688 5.388 5.954 5.656 5.342 5.012 4.897 4.786 4.84 4.646 4.675 5.751 6.424 4.951 6.903089986991944 0.0152
1.1 4481.0 -0.2 4.24 1.321 0.63 7.991 7.991 7.393 6.719 6.443 6.253 5.037 5.575 5.297 5.0 4.719 4.613 4.513 4.563 4.385 4.409 5.412 6.024 4.66 6.903089986991944 0.0152
1.2 4647.0 -0.09 4.23 1.398 0.785 7.352 7.352 6.871 6.259 6.007 5.803 4.693 5.194 4.939 4.663 4.411 4.313 4.222 4.267 4.106 4.123 5.064 5.621 4.357 6.903089986991944 0.0152
1.3 4837.0 0.04 4.21 1.489 0.882 6.687 6.687 6.327 5.778 5.556 5.333 4.337 4.799 4.568 4.312 4.082 3.991 3.909 3.95 3.805 3.817 4.696 5.201 4.034 6.903089986991944 0.0152
1.4 5064.0 0.18 4.17 1.602 0.938 5.957 5.957 5.729 5.249 5.059 4.818 3.939 4.361 4.153 3.918 3.708 3.625 3.551 3.59 3.463 3.468 4.282 4.734 3.668 6.903089986991944 0.0152
0.01 1570.0 -3.87 4.05 0.156 1.0 27.775 27.775 25.923 23.853 23.827 22.61 18.906 21.414 19.409 18.564 17.631 17.382 16.557 16.695 15.74 16.064 18.273 21.477 16.738 7.0 0.0152
0.015 2261.0 -3.08 4.06 0.189 1.0 22.718 22.718 22.23 20.363 20.221 19.323 16.978 18.851 17.355 16.522 14.617 14.603 13.34 13.59 12.422 13.474 15.209 19.1 13.585 7.0 0.0152
0.02 2519.0 -2.67 3.96 0.244 1.0 18.864 18.864 18.317 17.409 17.321 16.617 15.242 16.753 15.522 14.727 12.523 12.68 11.663 11.892 10.962 11.716 13.585 16.902 12.03 7.0 0.0152
0.03 2682.0 -2.43 4.01 0.283 1.0 17.356 17.356 16.671 15.977 15.906 15.277 13.961 15.283 14.258 13.529 11.46 11.605 10.772 10.973 10.189 10.735 12.669 15.487 11.172 7.0 0.0152
0.04 2768.0 -2.35 4.11 0.292 1.0 16.819 16.819 16.094 15.422 15.331 14.76 13.386 14.644 13.695 12.999 11.045 11.175 10.421 10.608 9.892 10.347 12.294 14.886 10.829 7.0 0.0152
0.05 2843.0 -2.23 4.14 0.315 1.0 16.277 16.277 15.526 14.878 14.781 14.238 12.867 14.07 13.185 12.516 10.646 10.76 10.061 10.239 9.569 9.969 11.913 14.33 10.473 7.0 0.0152
0.06 2900.0 -2.15 4.16 0.335 1.0 15.847 15.847 15.079 14.426 14.329 13.779 12.486 13.631 12.812 12.17 10.352 10.448 9.783 9.959 9.323 9.685 11.622 13.895 10.202 7.0 0.0152
0.07 2946.0 -2.06 4.18 0.358 1.0 15.475 15.475 14.694 14.059 13.96 13.427 12.159 13.27 12.485 11.859 10.081 10.168 9.53 9.702 9.09 9.425 11.354 13.537 9.951 7.0 0.0152
0.072 2954.0 -2.04 4.18 0.363 1.0 15.4 15.4 14.616 13.986 13.887 13.358 12.094 13.2 12.421 11.797 10.027 10.112 9.479 9.651 9.042 9.373 11.3 13.466 9.9 7.0 0.0152
0.075 2967.0 -2.02 4.18 0.369 1.0 15.298 15.298 14.51 13.886 13.787 13.262 12.005 13.101 12.331 11.712 9.953 10.036 9.41 9.58 8.979 9.303 11.227 13.368 9.831 7.0 0.0152
0.08 2987.0 -1.98 4.17 0.383 1.0 15.113 15.113 14.318 13.707 13.608 13.092 11.846 12.928 12.173 11.56 9.818 9.898 9.283 9.451 8.86 9.173 11.094 13.195 9.704 7.0 0.0152
0.09 3021.0 -1.91 4.18 0.405 1.0 14.839 14.839 14.001 13.413 13.315 12.812 11.571 12.623 11.897 11.299 9.608 9.674 9.085 9.249 8.678 8.969 10.878 12.899 9.505 7.0 0.0152
0.1 3050.0 -1.87 4.2 0.416 1.0 14.659 14.659 13.766 13.194 13.096 12.605 11.356 12.379 11.684 11.101 9.468 9.518 8.956 9.115 8.564 8.831 10.729 12.669 9.373 7.0 0.0152
0.11 3075.0 -1.82 4.2 0.435 1.0 14.451 14.451 13.509 12.959 12.863 12.383 11.131 12.129 11.458 10.888 9.301 9.34 8.799 8.955 8.42 8.669 10.555 12.429 9.213 7.0 0.0152
0.13 3118.0 -1.72 4.2 0.475 1.0 14.086 14.086 13.1 12.569 12.471 12.006 10.754 11.718 11.08 10.528 9.006 9.029 8.518 8.669 8.157 8.381 10.25 12.03 8.929 7.0 0.0152
0.15 3159.0 -1.64 4.2 0.509 1.0 13.795 13.795 12.816 12.273 12.165 11.709 10.461 11.403 10.786 10.247 8.771 8.785 8.295 8.442 7.947 8.155 10.007 11.724 8.702 7.0 0.0152
0.17 3197.0 -1.56 4.2 0.544 1.0 13.51 13.51 12.537 11.985 11.87 11.422 10.179 11.101 10.504 9.975 8.541 8.547 8.076 8.219 7.74 7.935 9.769 11.43 8.479 7.0 0.0152
0.2 3240.0 -1.47 4.2 0.587 1.0 13.209 13.209 12.241 11.673 11.548 11.108 9.868 10.766 10.19 9.675 8.289 8.286 7.836 7.976 7.512 7.693 9.507 11.106 8.235 7.0 0.0152
0.3 3363.0 -1.23 4.21 0.713 0.979 12.421 12.421 11.462 10.844 10.688 10.273 9.035 9.868 9.35 8.871 7.63 7.601 7.209 7.337 6.92 7.063 8.809 10.241 7.59 7.0 0.0152
0.4 3508.0 -1.05 4.23 0.805 0.663 11.778 11.778 10.824 10.137 9.944 9.557 8.318 9.075 8.621 8.183 7.113 7.052 6.728 6.841 6.473 6.58 8.233 9.488 7.082 7.0 0.0152
0.5 3651.0 -0.91 4.25 0.88 0.024 11.234 11.234 10.284 9.53 9.301 8.945 7.709 8.393 7.996 7.596 6.689 6.603 6.339 6.437 6.113 6.193 7.74 8.841 6.661 7.0 0.0152
0.6 3781.0 -0.79 4.27 0.942 0.02 10.774 10.774 9.833 9.031 8.774 8.445 7.217 7.843 7.488 7.119 6.347 6.244 6.025 6.112 5.822 5.885 7.332 8.314 6.317 7.0 0.0152
0.7 3908.0 -0.67 4.28 1.005 0.036 10.328 10.328 9.403 8.565 8.288 7.981 6.759 7.341 7.017 6.674 6.031 5.918 5.737 5.814 5.553 5.604 6.947 7.828 5.995 7.0 0.0152
0.8 4041.0 -0.57 4.29 1.064 0.086 9.851 9.851 8.969 8.15 7.857 7.606 6.332 6.904 6.59 6.257 5.729 5.61 5.457 5.526 5.29 5.332 6.586 7.395 5.684 7.0 0.0152
0.9 4191.0 -0.46 4.29 1.121 0.191 9.301 9.301 8.499 7.733 7.428 7.241 5.891 6.473 6.16 5.831 5.424 5.303 5.176 5.237 5.024 5.059 6.218 6.96 5.367 7.0 0.0152
1.0 4363.0 -0.34 4.29 1.189 0.383 8.616 8.616 7.93 7.211 6.918 6.734 5.449 6.01 5.716 5.406 5.088 4.975 4.866 4.92 4.729 4.758 5.816 6.476 5.028 7.0 0.0152
1.1 4553.0 -0.21 4.28 1.259 0.597 7.871 7.871 7.327 6.677 6.41 6.217 5.043 5.566 5.298 5.01 4.743 4.64 4.544 4.592 4.421 4.442 5.418 6.006 4.686 7.0 0.0152
1.2 4768.0 -0.07 4.26 1.347 0.774 7.09 7.09 6.689 6.116 5.882 5.669 4.63 5.106 4.866 4.603 4.366 4.272 4.187 4.23 4.079 4.094 4.994 5.517 4.316 7.0 0.0152
1.3 5038.0 0.09 4.22 1.459 0.88 6.223 6.223 5.982 5.493 5.298 5.061 4.168 4.595 4.384 4.146 3.935 3.851 3.775 3.815 3.686 3.692 4.513 4.971 3.893 7.0 0.0152
1.4 5363.0 0.29 4.16 1.624 0.938 5.271 5.271 5.195 4.794 4.639 4.397 3.635 4.013 3.829 3.617 3.431 3.357 3.287 3.326 3.221 3.218 3.955 4.35 3.397 7.0 0.0152
0.01 1459.0 -4.04 4.09 0.15 1.0 28.086 28.086 26.226 24.287 24.068 23.356 19.338 22.559 19.83 18.942 18.285 18.004 16.821 16.959 15.887 16.203 18.535 22.281 16.962 7.176091259055681 0.0152
0.015 2237.0 -3.11 4.08 0.185 1.0 23.176 23.176 22.623 20.673 20.534 19.612 17.123 19.028 17.509 16.676 14.829 14.785 13.51 13.756 12.566 13.634 15.364 19.283 13.735 7.176091259055681 0.0152
0.02 2495.0 -2.74 4.02 0.229 1.0 19.299 19.299 18.786 17.762 17.655 16.935 15.522 17.07 15.805 15.001 12.79 12.945 11.893 12.128 11.173 11.96 13.819 17.222 12.254 7.176091259055681 0.0152
